"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"130","Compilation of Presidential Documents","WCPD-1993-07-12","WCPD-1993-07-12-Pg1270","The President's News Conference With Prime Minister Kiichi Miyazawa in Tokyo, Japan","https://www.govinfo.gov/app/details/WCPD-1993-07-12/WCPD-1993-07-12-Pg1270","https://www.govinfo.gov/content/pkg/WCPD-1993-07-12/pdf/WCPD-1993-07-12-Pg1270.pdf","24.7 KB","https://www.govinfo.gov/content/pkg/WCPD-1993-07-12/html/WCPD-1993-07-12-Pg1270.htm","14.0 KB","","0 B","","0 B","","0 B"," kept you waiting. Now I would like to lead off with a brief explanation. I would like to, first of all, extend my warmest welcome to President Clinton and his entourage. And it also is, I believe, most meaningful that President Clinton has chosen Asia as the first overseas visit this time. Of course, his visit is for the summit meeting as well, ...","","1993-07-06"
"131","Congressional Hearings","CHRG-114hhrg21674","CHRG-114hhrg21674","The U.S.-Republic of Korea-Japan Trilateral Relationship: Promoting Mutual Interests in Asia","https://www.govinfo.gov/app/details/CHRG-114hhrg21674/CHRG-114hhrg21674","https://www.govinfo.gov/content/pkg/CHRG-114hhrg21674/pdf/CHRG-114hhrg21674.pdf","593.8 KB","https://www.govinfo.gov/content/pkg/CHRG-114hhrg21674/html/CHRG-114hhrg21674.htm","77.9 KB","","0 B","","0 B","","0 B","OF THE COMMITTEE ON FOREIGN AFFAIRS HOUSE OF REPRESENTATIVES ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION SEPTEMBER 27, 2016 Serial No. 114-233 Printed for the use of the Committee on Foreign Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.foreignaffairs.house.gov/ or http://www.gpo.gov/fdsys/ ______...","","2016-09-27"
"132","Congressional Record","CREC-2013-10-15","CREC-2013-10-15-pt1-PgE1516-3","FOURTH U.S. POW DELEGATION TO JAPAN, OCTOBER 13-21, 2013","https://www.govinfo.gov/app/details/CREC-2013-10-15/CREC-2013-10-15-pt1-PgE1516-3","https://www.govinfo.gov/content/pkg/CREC-2013-10-15/pdf/CREC-2013-10-15-pt1-PgE1516-3.pdf","290.2 KB","https://www.govinfo.gov/content/pkg/CREC-2013-10-15/html/CREC-2013-10-15-pt1-PgE1516-3.htm","20.9 KB","","0 B","","0 B","","0 B","15, 2013 Mr. HONDA. Mr. Speaker, I rise today to honor veterans from America's greatest generation and thank the Government of Japan for recognizing the sacrifices of these men. On Sunday, October 13, seven former members or widows of former members of the U.S. Army, U.S. Army Air Corps, and U.S. Marines who fought in the Pacific Theater of World ...","","2013-10-15"
"133","Bulk Submission","GOVPUB-Y3_N88-PURL-gpo82217","","Seismic Design Standards and Calculational Methods in the United States and Japan","https://www.govinfo.gov/app/details/GOVPUB-Y3_N88-PURL-gpo82217","https://www.govinfo.gov/content/pkg/GOVPUB-Y3_N88-PURL-gpo82217/pdf/GOVPUB-Y3_N88-PURL-gpo82217.pdf","3.5 MB","","0 B","","0 B","","0 B","","0 B"," Design Standards and Calculational Methods in the United States and Japan Manuscript Completed: February 2013 Date Published: May 2017 Prepared By: James J. Johnson1, Aybars Gürpinar1, Robert D. Campbell1, and Annie Kammerer2 1James J. Johnson and Associates 2United States Nuclear Regulatory Commission Richard Rivera-Lugo and Scott Stovall, ...","","2017-05-01"
"134","Compilation of Presidential Documents","WCPD-1993-04-19","WCPD-1993-04-19-Pg596-3","The President's News Conference With Prime Minister Kiichi Miyazawa of Japan","https://www.govinfo.gov/app/details/WCPD-1993-04-19/WCPD-1993-04-19-Pg596-3","https://www.govinfo.gov/content/pkg/WCPD-1993-04-19/pdf/WCPD-1993-04-19-Pg596-3.pdf","44.3 KB","https://www.govinfo.gov/content/pkg/WCPD-1993-04-19/html/WCPD-1993-04-19-Pg596-3.htm","29.0 KB","","0 B","","0 B","","0 B","to welcome Prime Minister Miyazawa [[Page 597]] to Washington and the White House. I especially appreciate his making this very long journey so soon after he hosted the foreign and finance ministers of the G-7 in Tokyo in discussing aid to Russia. There is no more important relationship for the United States than our alliance with Japan. We are the...","","1993-04-16"
"135","Compilation of Presidential Documents","WCPD-1993-04-19","WCPD-1993-04-19-Pg596-2","Exchange With Reporters Prior to Discussions With Prime Minister Kiichi Miyazawa of Japan","https://www.govinfo.gov/app/details/WCPD-1993-04-19/WCPD-1993-04-19-Pg596-2","https://www.govinfo.gov/content/pkg/WCPD-1993-04-19/pdf/WCPD-1993-04-19-Pg596-2.pdf","10.1 KB","https://www.govinfo.gov/content/pkg/WCPD-1993-04-19/html/WCPD-1993-04-19-Pg596-2.htm","2.1 KB","","0 B","","0 B","","0 B"," that Srebrenica is about to fall and some 60,000 Bosnian Muslims may be evacuated or surrender on your watch. That must be pretty painful. The President. I regret that it's happening. We met and discussed this morning what our other options are and whether our allies might now be willing to take further action. We may know some more before ...","","1993-04-16"
"136","Congressional Bills","BILLS-118hres1056ih","","Recognizing the importance of trilateral cooperation among the United States, Japan, and South Korea.","https://www.govinfo.gov/app/details/BILLS-118hres1056ih","https://www.govinfo.gov/content/pkg/BILLS-118hres1056ih/pdf/BILLS-118hres1056ih.pdf","230.1 KB","https://www.govinfo.gov/content/pkg/BILLS-118hres1056ih/html/BILLS-118hres1056ih.htm","7.0 KB","","0 B","https://www.govinfo.gov/content/pkg/BILLS-118hres1056ih/xml/BILLS-118hres1056ih.xml","9.7 KB","","0 B",". IN THE HOUSE OF REPRESENTATIVES March 5, 2024 Mr. Connolly (for himself, Mr. Wilson of South Carolina, Mr. Meeks, Mr. McCaul, Mr. Bera, Mr. Kelly of Pennsylvania, Mr. Castro of Texas, Mr. Smith of Nebraska, Ms. Titus, Mrs. Kim of California, Mr. Schneider, Mr. Moylan, Mr. Lieu, Mrs. Steel, Mrs. Cherfilus-McCormick, Mr. Kean of New Jersey, Mr. ...","","2024-03-05"
"137","Congressional Record","CREC-2017-09-25","CREC-2017-09-25-pt1-PgH7440","EXTRAORDINARY MILITARY LEADERSHIP","https://www.govinfo.gov/app/details/CREC-2017-09-25/CREC-2017-09-25-pt1-PgH7440","https://www.govinfo.gov/content/pkg/CREC-2017-09-25/pdf/CREC-2017-09-25-pt1-PgH7440.pdf","207.8 KB","https://www.govinfo.gov/content/pkg/CREC-2017-09-25/html/CREC-2017-09-25-pt1-PgH7440.htm","1.6 KB","","0 B","","0 B","","0 B"," his remarks.) Mr. WILSON of South Carolina. Madam Speaker, I was grateful to participate in a congressional delegation last week to Japan, the Republic of Korea, Guam, and Hawaii. We visited troops on the front line who are defending American families and promoting peace through strength. In the shadow of North Korea's latest missile launch ...","","2017-09-25"
"138","Congressional Bills","BILLS-110hres508ih","","Recognizing the strong security alliance between the Government of Japan and the United States and expressing appreciation to Japan for its role in enhancing stability in the Asia-Pacific region and its efforts in the global war against terrorism.","https://www.govinfo.gov/app/details/BILLS-110hres508ih","https://www.govinfo.gov/content/pkg/BILLS-110hres508ih/pdf/BILLS-110hres508ih.pdf","110.0 KB","https://www.govinfo.gov/content/pkg/BILLS-110hres508ih/html/BILLS-110hres508ih.htm","5.2 KB","","0 B","https://www.govinfo.gov/content/pkg/BILLS-110hres508ih/xml/BILLS-110hres508ih.xml","6.8 KB","","0 B","appreciation to Japan for its role in enhancing stability in the Asia-Pacific region and its efforts in the global war against terrorism. IN THE HOUSE OF REPRESENTATIVES June 21, 2007 Mr. Saxton submitted the following resolution; which was referred to the Committee on Foreign Affairs RESOLUTION Recognizing the strong security alliance between the ...","","2007-06-21"
"139","Compilation of Presidential Documents","WCPD-1996-04-22","WCPD-1996-04-22-Pg674","Remarks to the 7th Fleet on Board The U.S.S. Independence in Yokosuka, Japan","https://www.govinfo.gov/app/details/WCPD-1996-04-22/WCPD-1996-04-22-Pg674","https://www.govinfo.gov/content/pkg/WCPD-1996-04-22/pdf/WCPD-1996-04-22-Pg674.pdf","20.6 KB","https://www.govinfo.gov/content/pkg/WCPD-1996-04-22/html/WCPD-1996-04-22-Pg674.htm","8.4 KB","","0 B","","0 B","","0 B",". Audience members. We love you, Mr. President! The President. Thank you. Thank you, Admiral Ellis, General Myers, Admiral Clemins, General Freeman, Admiral Tobin. Captain Polatty, I'm delighted to be here [[Page 675]] with you. Master Chief Dwiggins; to the members of the Japanese Self- Defense Forces, and to the sailors and families of the U.S.S....","","1996-04-17"
"140","Congressional Hearings","CHRG-112hhrg67399","CHRG-112hhrg67399","The U.S. Government Response to the Nuclear Power Plant Incident in Japan","https://www.govinfo.gov/app/details/CHRG-112hhrg67399/CHRG-112hhrg67399","https://www.govinfo.gov/content/pkg/CHRG-112hhrg67399/pdf/CHRG-112hhrg67399.pdf","5.9 MB","https://www.govinfo.gov/content/pkg/CHRG-112hhrg67399/html/CHRG-112hhrg67399.htm","207.7 KB","","0 B","","0 B","","0 B"," ON ENERGY AND COMMERCE HOUSE OF REPRESENTATIVES ONE HUNDRED TWELFTH CONGRESS FIRST SESSION APRIL 6, 2011 Serial No. 112-32 Printed for the use of the Committee on Energy and Commerce energycommerce.house.gov _____ U.S. GOVERNMENT PRINTING OFFICE 67-399 PDF WASHINGTON : 2011 For sale by the Superintendent of Documents, U.S. Government Printing...","","2011-04-06"
"141","Bulk Submission","GOVPUB-D-PURL-gpo77178","","Civil-Military Operations and Professional Military Education","https://www.govinfo.gov/app/details/GOVPUB-D-PURL-gpo77178","https://www.govinfo.gov/content/pkg/GOVPUB-D-PURL-gpo77178/pdf/GOVPUB-D-PURL-gpo77178.pdf","729.8 KB","","0 B","","0 B","","0 B","","0 B"," contribute toward expanding the body of knowledge about Joint Special Operations. JSOU publications advance the insights and recommendations of national security professionals and Special Op- erations Forces’ students and leaders for consideration by the SOF community and defense leadership. JSOU is a subordinate organization of the US Special ...","","2006-01-01"
"142","Bulk Submission","GOVPUB-D110-86c2da0331a646936abdbf6c93a5be43","","Strategic Communication: A Caution to Military Commanders","https://www.govinfo.gov/app/details/GOVPUB-D110-86c2da0331a646936abdbf6c93a5be43","https://www.govinfo.gov/content/pkg/GOVPUB-D110-86c2da0331a646936abdbf6c93a5be43/pdf/GOVPUB-D110-86c2da0331a646936abdbf6c93a5be43.pdf","603.5 KB","","0 B","","0 B","https://www.govinfo.gov/content/pkg/GOVPUB-D110-86c2da0331a646936abdbf6c93a5be43/thumbnails/GOVPUB-D110-86c2da0331a646936abdbf6c93a5be43.jpg","10.4 KB","","0 B"," Retired W atching Vladimir Putin waltz into Crimea and eastern Ukraine in 2014, supported by robust information campaigns, put a stake into the heart of NATO. Unable to mount a kinetic response, civilian and military elements alike sought to better leverage Alliance communication. In their 2014 Wales Summit declaration, NATO nations called for the...","","2017-11-03"
"143","Compilation of Presidential Documents","WCPD-2001-10-01","WCPD-2001-10-01-Pg1372-3","Remarks Following Discussions With Prime Minister Junichiro Koizumi of Japan and an Exchange With Reporters","https://www.govinfo.gov/app/details/WCPD-2001-10-01/WCPD-2001-10-01-Pg1372-3","https://www.govinfo.gov/content/pkg/WCPD-2001-10-01/pdf/WCPD-2001-10-01-Pg1372-3.pdf","48.3 KB","https://www.govinfo.gov/content/pkg/WCPD-2001-10-01/html/WCPD-2001-10-01-Pg1372-3.htm","10.1 KB","","0 B","","0 B","","0 B","Bush. I am really pleased and honored that my personal friend and a friend of the United States has come all the way from Japan to express his solidarity with the American people and our joint battle against terrorism. The Prime Minister and I had a wide- ranging discussion about ways that we can cooperate with each other to fight global terrorism....","","2001-09-25"
"144","Compilation of Presidential Documents","WCPD-1993-07-19","WCPD-1993-07-19-Pg1297-2","The President's News Conference With Prime Minister Kim Campbell of Canada in Tokyo, Japan","https://www.govinfo.gov/app/details/WCPD-1993-07-19/WCPD-1993-07-19-Pg1297-2","https://www.govinfo.gov/content/pkg/WCPD-1993-07-19/pdf/WCPD-1993-07-19-Pg1297-2.pdf","24.4 KB","https://www.govinfo.gov/content/pkg/WCPD-1993-07-19/html/WCPD-1993-07-19-Pg1297-2.htm","11.0 KB","","0 B","","0 B","","0 B","have just spent a very rewarding hour and a half with Prime Minister Campbell and members of her government. After a very impressive career in other posts in government and a very rapid rise to the leadership of her country, I must say I have been very impressed [[Page 1298]] with the contributions that she has made to this summit and with the ...","","1993-07-09"
"145","Congressional Record","CREC-2010-06-23","CREC-2010-06-23-pt1-PgH4709","RECOGNIZING 50TH ANNIVERSARY OF UNITED STATES-JAPAN TREATY OF MUTUAL COOPERATION AND SECURITY","https://www.govinfo.gov/app/details/CREC-2010-06-23/CREC-2010-06-23-pt1-PgH4709","https://www.govinfo.gov/content/pkg/CREC-2010-06-23/pdf/CREC-2010-06-23-pt1-PgH4709.pdf","169.0 KB","https://www.govinfo.gov/content/pkg/CREC-2010-06-23/html/CREC-2010-06-23-pt1-PgH4709.htm","22.2 KB","","0 B","","0 B","","0 B","and agree to the resolution (H. Res. 1464) recognizing the 50th anniversary of the conclusion of the United States-Japan Treaty of Mutual Cooperation and Security and expressing appreciation to the Government of Japan and the Japanese people for enhancing peace, prosperity, and security in the Asia-Pacific region. The Clerk read the title of the ...","","2010-06-23"
"146","Compilation of Presidential Documents","DCPD-201400291","","Joint Statement by President Obama and Prime Minister Shinzo Abe of Japan: The United States and Japan: Shaping the Future of the Asia-Pacific and Beyond","https://www.govinfo.gov/app/details/DCPD-201400291","https://www.govinfo.gov/content/pkg/DCPD-201400291/pdf/DCPD-201400291.pdf","52.8 KB","https://www.govinfo.gov/content/pkg/DCPD-201400291/html/DCPD-201400291.htm","18.9 KB","","0 B","","0 B","","0 B","the Future of the Asia-Pacific and Beyond April 25, 2014 The relationship between the United States of America and Japan is founded on mutual trust, a common vision for a rules-based international order, a shared commitment to upholding democratic values and promoting open markets, and deep cultural and people-to-people ties. The U.S.-Japan ...","","2014-04-25"
"147","Bulk Submission","GOVPUB-D101-PURL-LPS77042","","North Korean Civil-Military Trends: Military-First Politics to a Point","https://www.govinfo.gov/app/details/GOVPUB-D101-PURL-LPS77042","https://www.govinfo.gov/content/pkg/GOVPUB-D101-PURL-LPS77042/pdf/GOVPUB-D101-PURL-LPS77042.pdf","779.3 KB","","0 B","","0 B","","0 B","","0 B","as defined in Title 17, United States Code, Section 101. As such, it is in the public domain, and under the provisions of Title 17, United States Code, Section 105, it may not be copyrighted. Visit our website for other free publication downloads http://www.StrategicStudiesInstitute.army.mil/ To rate this publication click here. http://...","","2006-01-01"
"148","Congressional Record (Bound Edition)","CRECB-2004-pt16","CRECB-2004-pt16-Pg22021","U.S.-JAPAN RELATIONS","https://www.govinfo.gov/app/details/CRECB-2004-pt16/CRECB-2004-pt16-Pg22021","https://www.govinfo.gov/content/pkg/CRECB-2004-pt16/pdf/CRECB-2004-pt16-Pg22021.pdf","72.2 KB","https://www.govinfo.gov/content/pkg/CRECB-2004-pt16/html/CRECB-2004-pt16-Pg22021.htm","22.6 KB","","0 B","","0 B","","0 B"," to our Nation's efforts to help the Iraqi people build a safe and stable democracy. In the very public discussions that we hear every day about Iraq we often do not hear about the extraordinary efforts of the United States' closest security ally in the Asia-Pacific Region. That ally is, of course, Japan. We are all aware of the limitations ...","","2004-10-08"
"149","Compilation of Presidential Documents","WCPD-1995-06-26","WCPD-1995-06-26-Pg1067","The President's News Conference With Prime Minister Tomiichi Murayama of Japan in Halifax, Canada","https://www.govinfo.gov/app/details/WCPD-1995-06-26/WCPD-1995-06-26-Pg1067","https://www.govinfo.gov/content/pkg/WCPD-1995-06-26/pdf/WCPD-1995-06-26-Pg1067.pdf","29.5 KB","https://www.govinfo.gov/content/pkg/WCPD-1995-06-26/html/WCPD-1995-06-26-Pg1067.htm","18.1 KB","","0 B","","0 B","","0 B",". Before turning to my meeting with Prime Minister Murayama let me begin by thanking Prime Minister Chretien and the people of Halifax for welcoming Hillary and me and our delegation to Canada. Even on our short boat ride across the harbor we could see why this city and, indeed, all of Nova Scotia are favorite sights for so many American ...","","1995-06-15"
